Mean of the integrated profile,Standard deviation of the integrated profile,Excess kurtosis of the integrated profile,Skewness of the integrated profile,Mean of the DM-SNR curve,Standard deviation of the DM-SNR curve,Excess kurtosis of the DM-SNR curve,Skewness of the DM-SNR curve,Class
42.5078125,34.30105595,3.516711823,18.67814491,78.9590301,71.68441027,0.641440979,-0.533831405,1
114.8828125,49.6708889,0.349870467,0.448026705,1.237458194,12.65031897,13.09385309,202.3249457,0
102,38.92661365,0.637123439,1.88777873,1.639632107,15.50907819,11.10702592,135.6577175,0
139.546875,64.86149418,-0.370589791,-0.926428483,4.89548495,28.98598346,7.092704552,50.53717908,0
130.09375,50.56809108,0.017892492,-0.08105651,2.821906355,20.52543626,8.938716284,86.5811059,0
152.65625,50.59527484,-0.282304457,-0.073169971,2.828595318,22.1015417,8.788732344,80.50641779,0
118.8046875,50.89036294,0.08325419,-0.301183949,1.563545151,13.99343404,12.5778514,188.3714391,0
119.578125,56.29270731,0.19122569,-0.271500283,2.477424749,17.1004408,9.38904632,101.8822424,0
98.3359375,41.43901342,0.30207623,0.99507539,1.894648829,18.13851216,10.70562548,120.64214,0
25.5078125,62.13593919,2.872564938,6.614724178,162.9874582,,-0.420447708,-1.151424761,1
102.9453125,35.14508069,0.517647187,2.095824845,2.118729097,14.81449226,9.429594256,109.6732407,0
13.28125,27.46103418,6.878449095,51.71908385,74.5041806,66.06109073,1.133358675,0.410064942,1
84.1796875,35.2152829,0.711290907,3.251486661,2.188963211,19.00205266,9.319661759,89.97886356,0
110.5703125,41.45548885,0.340748069,1.245937348,1.007525084,11.61984709,15.05023802,260.7309877,0
124.890625,60.71285315,0.078958572,-0.683697646,2.096153846,16.15176617,9.515185325,105.7729424,0
120.203125,46.97827945,0.043533666,0.019196622,2.02173913,18.11034172,9.834432179,102.6666048,0
103.3828125,45.29161089,0.521064317,0.713410803,0.882107023,11.17234915,17.4286823,346.9094756,0
10.3125,36.10158194,5.616802567,32.14524827,84.56438127,53.1610952,1.072975801,1.020764455,1
130.3515625,46.06628883,0.365835729,0.203260733,2.050167224,,10.997135,163.7011093,0
85.078125,63.54742439,1.194805189,0.282355355,0.323578595,8.296540717,27.52755139,792.4492623,0
119.3359375,59.93593941,0.1593631,-0.743025397,21.43060201,58.8720002,2.499517144,4.595172652,0
123.9140625,56.13419014,-0.116743171,-0.751058764,3.920568562,25.67603437,8.06281385,67.30457833,0
104.609375,54.8247541,0.572020746,-0.231160352,3.274247492,20.20426722,8.384973217,80.41558883,0
132.046875,59.56808859,-0.130182468,-0.627759615,2.100334448,12.5014367,10.75078834,166.3521256,0
132.3984375,49.09021349,0.03553109,-0.455355488,1.64632107,14.15269671,10.59662452,133.4742155,0
125.734375,53.44718251,-0.091955609,-0.417057902,2.913879599,18.9630456,8.144659508,74.963429,0
106.109375,43.75932657,0.188486211,0.11709634,3.081939799,21.14553745,7.555608983,60.63057986,0
100.0078125,49.86928164,0.60639309,0.322745141,25.27591973,64.02260357,2.346076233,3.93522747,1
96.2109375,47.56010216,0.583217577,0.296429672,17.97826087,57.40501413,3.077298249,7.91641485,1
86.671875,37.9378829,0.545596431,2.065832707,1.384615385,11.65068061,12.88654566,219.0976571,0
134.734375,54.98657285,-0.13811222,-0.386839447,1.702341137,12.9425032,11.24565674,,0
109.03125,44.13171647,0.346661662,0.246380476,3.198996656,20.08611558,7.537773626,62.8641341,0
106.296875,48.399761,0.435244199,0.287502821,3.989966555,23.622694,6.330559226,41.78477816,0
124.515625,56.31107578,0.186119046,-0.576697251,2.748327759,18.14188889,8.412839069,82.17055883,0
88.171875,34.95624707,0.613908282,3.272282476,2.822742475,19.09675289,8.725162018,84.99866662,0
40.3046875,33.34421769,4.397312122,22.90804391,43.76839465,65.72739922,1.568893072,1.573680409,1
109.1328125,43.5725636,0.452113127,0.761529541,1.163043478,10.71480419,15.26996305,299.5919743,0
136.40625,46.81570208,-0.095745188,-0.204544116,2.321070234,15.73209842,9.377642581,105.4524769,0
120.421875,40.74206391,-0.216578543,0.738720501,2.778428094,19.27403775,10.117767,114.5741943,0
109.265625,41.47579949,0.250427896,0.377768965,10.37541806,40.12458063,3.958871905,14.8362423,0
97.734375,33.23977389,0.703142914,3.559193447,1.455685619,15.1093188,12.2163572,161.1243712,0
121.2578125,48.68717845,-0.161952008,0.142659805,1.908026756,17.19040243,10.39235191,115.511287,0
36.296875,41.66708821,4.078388212,16.47721468,77.91722408,73.96712868,0.565244349,-0.636362601,1
83.90625,39.08133296,0.632302854,1.9147951,2.535953177,15.40982655,8.99136861,105.6064222,0
130.171875,44.34913143,0.248646786,0.414137747,3.803511706,26.22010681,7.294434699,53.79774129,0
144.453125,52.15869106,-0.311328867,-0.289645347,1.081103679,13.22550531,15.30033692,261.1072275,0
111.8046875,49.90883229,0.140358673,0.32357773,11.49749164,34.07952279,3.125181645,9.671569503,0
120.84375,43.70755754,0.238979294,0.258598689,0.559364548,10.67099909,20.29562708,423.2501938,0
142.9765625,49.56095755,-0.120734253,-0.168124619,3.644648829,22.39800322,7.240249344,57.41524727,0
74.0546875,37.99759626,1.052255026,3.667816258,1.949832776,16.57074098,11.01906822,134.4902108,0
168.796875,46.22015243,-0.888020113,0.848485867,56.91889632,89.71180694,1.121139672,-0.499956324,0
137.078125,44.60724601,-0.236994672,0.072141718,8.240802676,36.60658887,4.733663168,22.30224543,0
9.4453125,32.42293955,5.901331773,36.14395837,110.5643813,63.80673449,0.460033325,-0.828869488,1
132.6640625,46.93151216,0.089051718,-0.247004524,6.432274247,30.53220125,5.564318926,32.36775791,0
98.34375,47.0293189,0.868207578,1.112784302,26.10200669,60.65677023,2.225273001,3.622436634,1
135.46875,55.50463628,-0.059324914,-0.71690331,4.178929766,27.7369649,7.155479063,51.72882229,0
108.8125,47.89062245,0.362649669,-0.032789341,2.322742475,14.64665832,8.908758107,104.883407,0
105.8515625,53.51286204,0.452041898,0.126917305,2.831939799,19.12927374,7.432878605,60.43216253,0
117.328125,42.58577913,0.307784581,0.88032089,1.689799331,13.03981283,10.98004252,154.4936226,0
118.53125,43.71425996,0.282787659,1.018309586,5.466555184,34.13358645,6.105902701,35.43684406,0
127.5859375,48.12703362,0.042119015,-0.216270565,2.456521739,15.99829472,9.91901319,122.5725708,0
128.75,50.84550742,-0.09537627,0.020132088,4.483277592,28.00278691,6.299778338,38.99483589,0
127.109375,48.53594582,0.013859462,-0.007647327,1.859531773,15.93119616,11.05433905,136.8919808,0
157.8828125,44.40696403,-0.425179573,0.457416546,2.204013378,16.95484414,9.86502431,108.5895812,0
112.8984375,46.59815579,-0.078139046,0.03072923,2.246655518,18.18886049,9.898211956,107.9650115,0
100.75,49.82955323,0.440333023,0.061638408,3.025919732,19.99486131,7.806439193,67.00138248,0
112.6328125,40.69203529,0.394077746,1.535719086,2.807692308,20.10211742,9.047894268,90.37678502,0
107.21875,54.27907307,0.244729883,-0.363645619,2.04180602,18.67124284,9.86687055,101.8906154,0
126.8125,57.5177622,-0.022401772,-0.672614822,3.209866221,19.23973738,7.687858936,70.35634786,0
15.2109375,29.00583248,6.214507442,42.13429363,93.77341137,71.00970066,0.23949835,-0.641023543,1
85.6875,35.48519718,0.712184647,3.70739484,2.515050167,15.31925388,8.645087047,96.2009376,0
134.5390625,51.38030726,-0.003914972,-0.103663031,4.546822742,23.80502564,6.399416857,45.24619024,0
119.1484375,37.93746702,0.055981588,1.466377438,2.148829431,14.64991434,9.32177745,110.1219677,0
132.796875,54.66393912,-0.014099261,-0.473939133,2.884615385,18.4501062,7.954481279,72.75201197,0
124.46875,44.77477273,0.028844727,0.151783758,1.745819398,20.09880962,11.4825735,130.5078893,0
126.3515625,53.43945023,-0.120530793,-0.457801414,2.285953177,14.16860383,9.530531603,120.6550092,0
113.5625,49.29229624,-0.089233459,-0.378080331,1.900501672,14.44899806,9.927803007,120.2876363,0
89.9609375,45.06009916,0.69710048,0.9128628,2.034280936,15.26082034,9.965459227,116.5456637,0
122.2578125,43.94798881,0.189695415,0.337448374,7.373745819,32.4281549,4.786838745,23.70373228,0
128.84375,53.32952359,0.094572009,-0.313944642,2.284280936,13.45776698,9.566518633,128.1122634,0
123.5859375,43.75991447,0.323615273,0.565867778,6.503344482,32.44708822,5.108635192,25.48160592,0
97.03125,52.63434262,0.380965552,-0.00766735,1.897993311,17.63731496,9.845950404,101.0583184,0
114.9296875,49.95266253,0.347779802,0.593843995,1.923076923,17.91028654,11.24476246,136.9852245,0
130.453125,52.15165077,-0.282177201,-0.237630039,2.692307692,16.63177765,8.450150627,85.40319011,0
19.8359375,30.27033855,6.005141397,37.93730527,48.71655518,64.52055564,1.312654577,1.02515552,1
121.859375,42.182219,0.247988903,0.698647195,2.071906355,12.29867356,10.59097711,166.6081538,0
83.6796875,36.37928102,0.572531753,2.66461052,4.0409699,23.16912864,7.006681423,53.51400467,0
135.765625,47.55087479,0.100984357,-0.105084632,1.97993311,15.84016946,11.23317173,143.8231532,0
137.5625,42.9535996,-0.075828897,0.121619474,1.739966555,12.66094149,11.31093528,169.9917998,0
29.3828125,30.9240807,4.950562272,29.03620102,47.93478261,76.42785148,1.427907483,0.681617674,1
78.1015625,69.39738826,1.303471641,0.420722724,12.90050167,45.03559684,3.926855752,14.82775476,1
41.375,39.76532723,3.802018452,16.05622183,23.66053512,55.42796537,2.451976243,5.164108329,1
132.1484375,51.09994647,-0.089447443,-0.0189829,56.78511706,85.0518029,0.96479958,-0.859262021,0
99.1015625,39.73738791,0.584018176,1.526071034,2.837792642,17.63572622,8.82301218,91.82589998,0
119.3671875,44.37973057,0.326204686,0.638259748,3.350334448,23.65435697,8.213100597,72.67124783,0
114.359375,47.4779117,0.352885202,0.438111658,1.905518395,16.15079245,10.53494435,126.1819551,0
124.578125,49.45367298,-0.094629043,-0.270629804,1.735785953,11.99304803,11.95862807,195.4402639,0
73.5390625,40.74691368,2.112812213,6.641841987,63.80100334,82.60621337,0.928496758,-0.63564034,1
118.3125,51.70555912,0.229173438,0.025168901,3.004180602,18.87037678,8.686533933,88.05298273,0
104.625,55.25480748,0.558790272,-0.049890517,1.947324415,13.0240863,10.59588709,151.2045668,0
116.8359375,51.17506371,0.067098352,0.12112934,4.248327759,18.64662689,6.159167433,49.14290982,0
49.25,53.79605585,2.081977286,3.98201336,8.286789298,34.42444384,4.893210473,24.45344422,1
95.234375,47.56598778,0.446492419,0.338406362,1.352006689,13.60149526,11.81026392,159.6326241,0
44.515625,41.04836788,3.538023533,13.47873662,7.182274247,31.96860741,5.244196044,29.21446575,1
114.3125,49.91535804,0.239052411,-0.242472833,3.695652174,20.42207674,7.224837818,60.85840106,0
139.296875,44.98929723,-0.115838253,0.045880608,1.911371237,12.14897099,10.93831352,175.0354028,0
135.75,44.23269436,-0.018804944,0.22744643,2.418896321,13.72499651,9.436217698,123.4650664,0
46.921875,42.90316301,3.111214183,10.10921616,93.25752508,74.66304845,0.427270153,-0.714515922,1
110.1796875,41.59504057,0.238782225,1.481365038,1.806856187,16.09229192,10.6672334,127.0464381,0
117.1875,47.32215886,0.175743615,0.104361363,31.58946488,69.27155272,1.755782442,1.139128414,0
110.8359375,43.12876385,0.365057095,0.493412169,2.861204013,19.06161809,8.289132553,76.62971378,0
106.5234375,43.60618592,0.590522637,1.136204684,2.262541806,18.89288504,9.827439293,104.6190214,0
112.7890625,41.66733064,0.453129239,1.129003088,5.153846154,29.26881655,5.965337172,35.66248466,0
106.5234375,53.50379146,0.525152192,-0.238244505,2.5,19.89304596,10.10294365,110.5185408,0
118.046875,52.16632944,-0.008142931,-0.398918529,1.918896321,11.96130652,11.75701661,194.7593153,0
138.765625,53.47231824,-0.143796643,-0.427600731,1.915551839,14.85927496,11.10402837,145.5760865,0
143.0078125,44.67390459,-0.1423662,-0.056888056,0.89548495,11.83046121,17.22809436,334.4242624,0
106.125,46.9327977,0.299313091,0.387502054,2.43729097,17.0201606,8.31900746,80.63396669,0
101.1171875,41.31616306,0.479362452,0.741283898,1.756688963,14.95445137,10.6259377,133.3175404,0
42.921875,37.74598683,3.536086868,14.79670659,73.37207358,68.73610183,0.768769532,-0.052172988,1
103.2109375,42.21608334,0.329757823,1.017625996,1.566889632,12.20976256,11.91939233,188.1523764,0
124.9921875,55.75006952,-0.131174189,-0.591006571,3.806856187,22.38098183,7.091617233,55.8307921,0
102.0703125,42.89470822,0.280225149,0.635869947,2.9590301,18.21203139,8.598819639,88.98838308,0
121.09375,49.36288419,0.239519351,-0.0782224,4.431438127,25.77840638,7.106856426,53.12394169,0
106.5234375,48.76377447,0.6554294,0.448138297,2.659698997,21.10097751,8.90484758,83.52674473,0
116.328125,53.22257354,0.228110257,-0.117541181,1.29264214,10.46125097,14.84484456,305.1422216,0
115.625,53.41245758,0.229058416,-0.188050257,3.731605351,20.83356657,7.064974448,57.37252818,0
108.1484375,50.17937977,0.396954585,0.103309262,3.241638796,24.79004086,8.215359881,69.41233217,0
150.375,45.65221791,-0.238718611,-0.103367213,99.18561873,78.15499347,-0.43969853,-1.7107083,0
41.078125,31.43783782,4.194338965,23.50961288,24.43896321,55.44445339,2.351378114,4.689224745,1
102.515625,43.97051291,0.387712699,0.657050826,1.837792642,11.74593546,11.70161646,199.1197766,0
131.1953125,50.06590322,-0.090631313,-0.050356626,3.226588629,18.91018188,7.665352563,70.14302195,0
117.96875,51.77127242,0.33041296,0.274453144,1.475752508,11.92795741,13.25039832,221.3566602,0
103.71875,30.83371164,0.429166659,4.124845562,0.838628763,11.5376313,16.43614907,299.5097272,0
105.125,52.36828716,0.243955299,-0.357901517,0.663043478,8.571517279,23.41509217,655.6148747,0
84.7421875,35.54360133,0.753777157,2.959344065,2.20735786,13.32111054,9.340697404,127.0325896,0
95.390625,57.46088811,0.850746019,-0.112877154,11.2951505,44.43700976,4.134948641,16.12329194,1
123.9375,46.25620735,0.233668745,0.159343248,6.107023411,27.7142958,5.115677852,27.47531749,0
121.671875,46.9404725,0.088419033,0.082682062,1.444816054,11.17590269,13.40306247,246.0008004,0
112.7890625,50.09735091,0.178614266,-0.461199956,2.767558528,19.64882708,9.00617017,90.79352981,0
97.9921875,45.91032293,0.289163114,0.171060242,1.790133779,16.72041198,11.48085534,145.2651458,0
149.8203125,51.44861417,-0.164474931,-0.072422437,2.576086957,14.6029409,8.737733452,103.5868402,0
114,44.58646796,-0.056666749,0.258245346,3.137959866,22.41383047,8.207095666,71.02269519,0
113.1875,39.99643539,0.196600369,0.764925518,1.074414716,13.93260105,14.67465836,227.6290236,0
117.40625,46.35940396,0.046956774,0.24653028,0.954013378,11.2101569,15.40994078,280.9579811,0
102.46875,51.70604073,0.282265316,-0.074093535,3.308528428,18.13105286,7.929686624,77.1706475,0
129.6015625,48.91947143,0.278880759,0.068817226,4.089464883,21.94332597,6.375726293,45.3358552,0
55.6015625,30.84166719,3.76265049,19.62593194,15.85451505,46.80919683,3.407549073,11.38513296,1
93.390625,35.5229315,0.596736354,2.643345778,5.326086957,26.74562487,6.102822599,40.56224248,0
110.3984375,53.27601182,0.303537624,-0.457071591,2.266722408,15.51210326,9.062941927,99.65215746,0
13.109375,35.37836432,5.597915884,31.80896164,34.36956522,55.13577534,1.958834549,3.476016531,1
160.953125,56.53329486,-0.684733249,-0.297175552,10.54431438,40.89118699,4.427151306,19.41511228,0
80.234375,40.55464762,0.585860962,1.480077245,2.992474916,16.54912956,7.81992273,77.2069017,0
38.453125,37.2042209,4.358123862,20.62986473,151.1346154,89.0429762,-0.453400146,-1.306666595,1
84.6015625,39.68909246,0.500414213,1.693290033,2.377926421,18.45624803,10.11281538,112.4855628,0
84.9140625,37.06519327,0.678702095,2.48515509,6.346989967,29.15113138,5.169736626,27.65884613,0
99.875,40.14699553,0.503974886,0.995146624,2.515050167,15.4870409,8.514689911,92.11476772,0
95.8046875,46.84566725,1.124462985,1.363889089,118.5844482,100.6707126,-0.099585073,-1.727136871,0
124.6953125,49.80407843,0.093029866,-0.12824929,8.515886288,36.85151325,4.430659676,18.88284709,0
107.984375,62.67949031,0.499147957,-0.951198188,6.444816054,26.39263855,5.234382859,31.53014292,0
117.046875,44.22648729,0.37963909,0.36491994,2.24916388,13.48521267,9.933787511,133.6564971,0
120.265625,51.03682561,0.150724608,-0.351976822,1.336956522,13.3637434,13.4926617,210.954634,0
106.5390625,49.15455573,0.470204602,0.302376098,6.501672241,34.07159731,5.265952515,26.78601094,0
81.953125,34.3622384,1.066992221,3.944252331,1.912207358,13.36432448,10.2495469,139.2167399,0
119.8984375,42.51393886,0.179973798,0.524947336,1.397993311,12.76329902,14.11845266,245.5169241,0
112.9140625,39.07925188,0.32106028,1.138003387,3.274247492,24.24802248,7.986921075,65.73501433,0
112.2109375,40.22896429,0.380674692,0.779623807,2.262541806,15.10558054,9.570015921,111.8705814,0
115.3125,47.34147065,0.360143686,0.370740575,2.077759197,15.00177716,9.940999005,119.1543211,0
93.1015625,44.74805161,0.501497565,1.117013497,3.307692308,23.28352887,7.468171145,57.45808379,0
118.6796875,45.92026609,-0.044072907,0.365133976,1.232441472,11.68222577,13.83097018,235.6601373,0
101.6640625,51.65575315,0.548540083,0.2942675,1.75,11.9872511,11.74473252,192.4677569,0
71.5,54.94741805,1.771012709,2.65133641,33.94899666,65.00634063,1.865206671,2.211822965,1
119.53125,54.00606701,0.167600234,-0.368857113,1.785117057,17.45998232,10.56595306,116.647043,0
116.8125,47.2588864,-0.055749178,-0.109261627,7.704849498,34.58215476,5.192773143,27.41614736,0
89.0859375,38.99720089,0.255870722,1.627648037,3.336120401,16.89003584,7.278727355,68.67160351,0
84.2109375,37.4292358,0.667545723,2.068823653,2.446488294,15.45366294,9.292014263,105.9913233,0
104.9375,39.9583279,0.310060593,0.827842043,2.754180602,16.11179923,8.249519051,87.95277013,0
132.703125,43.00133708,-0.107772078,0.456369438,2.282608696,18.39210784,9.254129991,94.16772498,0
135.4140625,58.36048098,-0.004878275,-0.950799554,19.1638796,42.64283375,2.494001115,6.330259945,0
105.8203125,32.78133844,0.461896953,3.052894159,2.389632107,19.72796666,9.081129518,87.6462431,0
81.890625,38.96718058,0.649335994,1.752516866,1.558528428,12.08902675,12.16227578,197.5566758,0
51.046875,33.52211476,3.755470816,19.54269421,14.10535117,41.44407044,3.56021064,13.0764954,1
113.5703125,46.16490205,0.21974014,0.471305456,1.622909699,14.46622558,11.17270025,145.7601763,0
94.1015625,42.36667319,0.515570385,0.967451891,1.240802676,14.13795648,13.41075361,196.0305542,0
74.109375,40.59310948,1.696825468,5.157732788,12.1764214,43.951381,3.92744644,14.74880851,1
48.3671875,30.0577234,4.500912427,27.91794242,69.83862876,74.18078711,0.740556013,-0.606040114,1
103.75,48.69612408,0.41476277,0.217375616,1.777591973,13.25107554,12.81005875,210.3388686,0
103.4921875,45.93660647,0.088488831,0.048365099,3.404682274,22.91313635,7.456085946,59.02149914,0
11.9765625,29.57761634,7.550921894,56.53774698,128.0200669,73.431466,-0.124471665,-0.899232451,1
139.2109375,49.82949872,-0.040103331,-0.217733155,80.69147157,93.38248545,0.320600644,-1.83787698,0
125.3203125,39.17686929,-0.118252793,0.893916279,1.259197324,14.12751439,13.63278983,200.5690501,0
83.1640625,38.85907579,0.837233809,1.988988286,2.929765886,17.79063722,7.750975122,71.9449268,1
80.8984375,42.97634521,0.812331643,1.431670815,1.921404682,14.37664087,11.63006196,167.2872583,0
98.2109375,47.24250145,0.591122875,0.40110591,1.427257525,12.35872241,13.39411501,218.1620811,1
85.40625,47.88779814,1.168742905,2.225387102,17.65133779,51.75294741,2.911072145,7.270132748,1
108.5859375,51.50372064,0.09432933,-0.310161847,4.974916388,30.73931888,6.239043567,38.11494319,0
136.796875,52.07016891,-0.264543146,-0.260816314,3.509197324,21.46656611,7.916398669,69.47033025,0
116.3828125,56.73790084,0.182543451,-0.558336941,1.64548495,14.20895443,13.45248099,202.6926872,0
83.859375,40.05206268,0.764697139,1.758846735,1.150501672,12.29299872,13.68505242,219.5815029,0
113,53.7661313,0.047051742,-0.435686885,4.468227425,26.00623466,6.641223627,46.71209329,0
126.484375,56.01771265,0.169451782,-0.401387104,2.352006689,17.94549545,8.886485939,87.33774991,0
109.9140625,43.34653737,0.289821912,0.719353655,2.35367893,14.96745058,9.672407549,118.4390725,0
119.2890625,54.97515808,0.446125842,-0.197450025,40.2173913,57.22989108,0.972514711,,0
115.8984375,55.62933127,0.382114814,-0.299731538,1.622073579,11.4217996,12.81936479,230.372885,0
6.984375,28.56406844,7.454056179,56.35272065,111.9389632,50.6762013,0.802719867,0.627865868,1
84.6015625,47.14859155,0.653889242,0.598995363,1.25083612,13.4326248,12.8614719,186.3618964,0
136,41.39765241,-0.333551376,0.797949606,2.918060201,17.36264707,8.520862642,87.49456935,0
69.2734375,31.75706487,2.530868444,11.3877964,38.84448161,68.87492344,1.599715768,1.182493529,1
117.53125,41.74474845,0.107284435,0.734814701,3.539297659,22.59630362,7.642489983,63.59729757,0
136.25,55.45380961,-0.082916387,-0.514946906,86.30685619,65.13614751,0.041172569,-0.768063244,0
114.1328125,45.00440449,0.090974783,-0.191936011,3.144648829,17.45476657,7.401368607,68.85666375,0
135.6875,43.33260717,0.044201327,0.417450667,7.60451505,33.94876052,4.546678529,20.0401602,0
124.1953125,53.74870036,0.023260159,-0.332511497,2.330267559,14.1202002,9.557755607,122.5228314,0
92.5546875,43.19085707,0.514455267,0.891480669,2.00083612,15.12774476,10.51207358,130.9777827,0
126.421875,46.52143481,0.161707083,-0.090320246,1.954013378,14.63075261,10.08116567,126.518818,0
120.328125,50.16490142,0.136992008,-0.155807949,2.162207358,12.52864717,10.34805337,157.8507549,0
138.0234375,56.93011956,-0.011032537,-0.64470895,2.865384615,19.38294183,8.499953383,79.30746027,0
120.2421875,43.80688197,0.189406148,-0.066787393,0.948160535,9.969803319,17.28204234,379.1169826,0
124.703125,53.62636353,0.292219727,-0.181923733,1.008361204,14.07962059,15.15526086,239.6859409,0
145.140625,45.54388927,-0.316156176,0.042365005,8.321070234,33.65580139,4.615381965,21.46987071,0
119.34375,43.62722729,0.317207744,0.413501605,3.117892977,17.07999028,7.247819956,65.89074678,0
106.5078125,41.81861803,0.089786042,0.716956389,2.844481605,17.91220398,8.396767066,86.08231901,0
76.6171875,38.16004969,1.72805597,5.587436324,13.74080268,47.20351626,3.643666489,12.48082938,1
122.4296875,46.2705501,0.475846882,0.417941941,3.872073579,26.40667018,7.3672044,55.66470708,0
119.7109375,51.12334232,0.279556686,-0.170463675,93.2583612,86.12369171,0.215756419,-1.530227387,0
93.75,40.65767916,0.910554522,2.164689907,5.096989967,28.2178984,5.916693572,35.54230373,1
103.078125,43.49759501,0.490863601,0.619545662,1.984113712,18.54495348,9.997284617,104.0055893,0
112.953125,52.10474117,-0.060116074,-0.182288166,7.126254181,33.86514096,5.116697643,26.18453217,0
124.859375,47.92942963,-0.09142381,-0.079763757,6.105351171,28.18389098,5.567515414,33.45840744,0
133.2109375,49.85316758,0.038277697,-0.311327614,2.198996656,12.65355975,10.09967924,151.1237069,0
101.8359375,47.80850103,0.603284379,0.38939756,3.315217391,17.33778528,7.16269103,65.25187936,0
8.25,26.94351731,7.879627678,63.46638835,48.65468227,58.2943487,1.514147433,1.877476401,1
124.0390625,55.96768073,0.083600686,-0.614574233,2.897157191,19.80085532,7.677181604,64.38731698,0
133.8203125,55.62478,-0.065921059,-0.570366721,13.29347826,50.1650119,3.540067795,10.6710247,0
101.8125,42.85089519,0.081761178,0.6357473,2.293478261,14.41402806,9.500234769,116.9889635,0
129.96875,53.92151958,0.428819116,-0.595279906,64.63628763,82.30454086,0.833407145,-0.781927937,0
125.96875,52.7576916,0.140843955,-0.397859782,2.447324415,19.3802748,8.6962847,80.18947206,0
102.1171875,52.10950326,0.491876186,0.02215889,2.519230769,15.24165866,9.080384186,107.0181475,0
120.0234375,47.68278398,-0.028609971,0.148781407,3.408026756,18.63392461,7.331756388,64.8512082,0
98.015625,44.84661086,0.649316918,0.965570714,3.432274247,19.89910828,7.078860305,58.06248628,0
140.3359375,49.69788057,-0.377740339,0.023862311,4.071906355,21.03909834,6.99152941,57.60307868,0
121.21875,52.57211379,0.217557996,-0.311485233,2.585284281,18.10491307,10.77228765,131.3446235,0
112.7734375,50.21270613,0.265596727,-0.271815626,1.89632107,17.28496998,10.52453181,119.9000403,0
123.671875,42.34329739,0.44007387,0.742069442,1.178093645,10.81499432,14.68765431,282.5940334,0
107.796875,41.56270853,0.510415259,1.672603023,1.910535117,17.34095012,10.50891351,120.4432366,1
84.375,36.07349269,0.658673743,2.935900975,5.768394649,29.72705891,5.581948323,31.77335222,0
147.2890625,46.96261018,-0.138678325,0.046161536,10.34615385,41.19115538,3.949408484,14.39234512,0
110.2109375,56.37633761,0.117806801,-0.470278049,6.727424749,31.25059385,4.906865813,24.15258584,0
128.0234375,44.11445781,0.17049644,-0.067414113,2.33277592,13.69860584,9.603359131,126.4645464,0
130.6171875,40.3541202,0.263368745,1.185816416,3.859531773,23.84594511,6.667953755,46.8019528,0
116.34375,50.48923733,0.144794765,0.028264315,1.077759197,10.13057594,16.09307056,346.9273558,0
117.703125,49.86691027,0.120246545,-0.189479414,1.893812709,15.85336006,9.945552163,111.4626095,0
110.8515625,44.75001569,0.260128165,0.064584018,2.169732441,14.85843297,10.50960742,143.0137821,0
111.9140625,44.55176542,0.335148034,0.117880585,2.077759197,12.73671412,10.67488105,159.3252145,0
47.484375,36.88452936,3.298800061,12.12951179,24.3812709,55.06566573,2.495798577,5.598441147,1
118.890625,52.01971297,0.112573231,-0.324959802,3.321070234,18.39043095,6.896196484,57.3944087,0
125.6796875,48.03789741,0.01487067,-0.043867148,5.914715719,27.29835315,5.190413612,29.33438934,0
134.0625,48.93534478,-0.127156441,-0.345019953,19.8235786,46.93635639,2.101420148,2.954248511,0
100.4375,45.79399353,0.326875054,0.574372958,3.132107023,16.43185805,7.381265702,71.22038236,0
106.84375,41.6078113,0.393022617,1.154649341,1.483277592,15.41425375,11.95950342,153.7857247,0
114.765625,50.24199009,0.250453488,0.265001208,1.234949833,10.69159404,14.7424194,289.945208,0
123.21875,41.99068675,0.378667375,0.66472584,6.29264214,29.79110066,5.41689496,31.2897419,0
107.9140625,44.14536133,0.600735127,1.273469816,1.474080268,12.41136456,12.96365039,207.9256278,0
96.03125,43.12390171,0.694121511,1.836149044,3.318561873,23.86979781,8.093838632,67.5506215,0
116.3125,43.24146411,0.580345426,1.029661169,10.45568562,40.1273334,4.192998605,17.68270745,1
119.9609375,54.13083143,-0.007230668,-0.551288359,1.769230769,12.60575026,11.64862912,179.5236467,0
119.4765625,46.56815651,0.023647801,0.072086245,8.450668896,34.68012078,4.734922698,22.89082584,0
108.953125,44.81400091,0.363050551,0.19017788,2.012541806,13.10654856,10.47921043,148.2301612,0
131.015625,50.17375814,-0.023811665,-0.109317923,3.030100334,20.79810008,7.792756461,65.61212762,0
113.890625,51.04719544,-0.151288644,0.054162984,3.878762542,22.91567756,6.99892263,52.73062847,0
130.359375,52.41820032,-0.073106552,-0.428533732,4.387959866,24.98447656,6.643754192,47.64930159,0
130.3125,46.65929536,-0.017891325,0.209152671,3.281772575,17.04827992,7.178018704,66.14317567,0
112.375,46.26790194,0.158276702,0.432606807,6.440635452,28.65827355,5.003623577,26.44616323,0
106.8359375,53.78905229,0.023822116,-0.397320774,2.370401338,12.81867733,9.766991951,143.2327912,0
108.9609375,42.91860071,0.414054346,0.699775142,1.9590301,16.19021011,9.816903665,108.1031313,0
99.4140625,41.85027765,0.30250666,1.046662399,1.472408027,10.38651402,14.7063415,309.3714008,0
107.109375,44.34563014,0.271246448,0.140060386,4.257525084,24.93326682,6.40106476,42.68212592,0
120.4375,43.43345305,0.146639141,0.67250805,1.495819398,10.91135532,14.17387919,272.0814945,0
